order_id,order_timestamp,item_name,quantity,price,weather_good,event_day
1000,2024-01-01 22:18:48,Milkshake,2,28,1,1
1000,2024-01-01 22:18:48,Classic Burger,3,45,1,1
1001,2024-01-01 17:48:03,Fries,1,20,1,1
1001,2024-01-01 17:48:03,Soft Drink,3,15,1,1
1001,2024-01-01 17:48:03,Onion Rings,3,22,1,1
1001,2024-01-01 17:48:03,Milkshake,2,28,1,1
1001,2024-01-01 17:48:03,Cheese Burger,2,50,1,1
1002,2024-01-01 17:08:31,Milkshake,1,28,1,1
1003,2024-01-01 22:59:26,Cheese Burger,2,50,1,1
1004,2024-01-01 20:04:23,Fries,2,20,1,1
1004,2024-01-01 20:04:23,Cheese Burger,3,50,1,1
1004,2024-01-01 20:04:23,Onion Rings,2,22,1,1
1004,2024-01-01 20:04:23,Milkshake,3,28,1,1
1005,2024-01-01 16:12:12,Fries,3,20,1,1
1005,2024-01-01 16:12:12,Cheese Burger,2,50,1,1
1006,2024-01-01 19:29:34,Milkshake,3,28,1,1
1006,2024-01-01 19:29:34,Ice Cream,1,18,1,1
1007,2024-01-01 16:14:52,Chicken Nuggets,3,30,1,1
1007,2024-01-01 16:14:52,Chicken Burger,1,55,1,1
1007,2024-01-01 16:14:52,Soft Drink,1,15,1,1
1007,2024-01-01 16:14:52,Fries,1,20,1,1
1007,2024-01-01 16:14:52,Onion Rings,3,22,1,1
1008,2024-01-01 16:37:48,Chicken Nuggets,3,30,1,1
1009,2024-01-01 18:57:16,Classic Burger,1,45,1,1
1009,2024-01-01 18:57:16,Double Burger,2,65,1,1
1009,2024-01-01 18:57:16,Cheese Burger,3,50,1,1
1009,2024-01-01 18:57:16,Soft Drink,1,15,1,1
1009,2024-01-01 18:57:16,Chicken Nuggets,3,30,1,1
1010,2024-01-01 12:30:36,Double Burger,3,65,1,1
1010,2024-01-01 12:30:36,Classic Burger,1,45,1,1
1010,2024-01-01 12:30:36,Onion Rings,2,22,1,1
1011,2024-01-01 12:22:20,Fries,2,20,1,1
1011,2024-01-01 12:22:20,Double Burger,2,65,1,1
1011,2024-01-01 12:22:20,Soft Drink,3,15,1,1
1011,2024-01-01 12:22:20,Milkshake,3,28,1,1
1012,2024-01-01 16:18:31,Fries,3,20,1,1
1012,2024-01-01 16:18:31,Soft Drink,3,15,1,1
1012,2024-01-01 16:18:31,Cheese Burger,3,50,1,1
1012,2024-01-01 16:18:31,Ice Cream,3,18,1,1
1012,2024-01-01 16:18:31,Chicken Burger,1,55,1,1
1013,2024-01-01 14:52:21,Chicken Nuggets,3,30,1,1
1014,2024-01-01 18:53:09,Onion Rings,2,22,1,1
1015,2024-01-01 15:47:21,Double Burger,3,65,1,1
1015,2024-01-01 15:47:21,Onion Rings,2,22,1,1
1015,2024-01-01 15:47:21,Soft Drink,2,15,1,1
1015,2024-01-01 15:47:21,Chicken Burger,1,55,1,1
1015,2024-01-01 15:47:21,Ice Cream,3,18,1,1
1016,2024-01-01 13:29:52,Chicken Nuggets,3,30,1,1
1016,2024-01-01 13:29:52,Classic Burger,2,45,1,1
1016,2024-01-01 13:29:52,Soft Drink,3,15,1,1
1016,2024-01-01 13:29:52,Chicken Burger,1,55,1,1
1017,2024-01-01 22:05:27,Chicken Burger,2,55,1,1
1017,2024-01-01 22:05:27,Ice Cream,1,18,1,1
1017,2024-01-01 22:05:27,Cheese Burger,1,50,1,1
1017,2024-01-01 22:05:27,Classic Burger,2,45,1,1
1018,2024-01-01 17:33:20,Chicken Nuggets,3,30,1,1
1018,2024-01-01 17:33:20,Ice Cream,3,18,1,1
1019,2024-01-01 18:10:28,Classic Burger,3,45,1,1
1019,2024-01-01 18:10:28,Chicken Nuggets,3,30,1,1
1019,2024-01-01 18:10:28,Chicken Burger,1,55,1,1
1019,2024-01-01 18:10:28,Fries,1,20,1,1
1019,2024-01-01 18:10:28,Ice Cream,1,18,1,1
1020,2024-01-01 13:12:36,Onion Rings,2,22,1,1
1020,2024-01-01 13:12:36,Ice Cream,3,18,1,1
1021,2024-01-01 16:44:47,Double Burger,1,65,1,1
1021,2024-01-01 16:44:47,Classic Burger,1,45,1,1
1022,2024-01-01 18:25:23,Cheese Burger,1,50,1,1
1022,2024-01-01 18:25:23,Onion Rings,1,22,1,1
1022,2024-01-01 18:25:23,Milkshake,2,28,1,1
1022,2024-01-01 18:25:23,Chicken Burger,3,55,1,1
1022,2024-01-01 18:25:23,Double Burger,3,65,1,1
1023,2024-01-01 14:49:58,Milkshake,2,28,1,1
1023,2024-01-01 14:49:58,Chicken Burger,1,55,1,1
1023,2024-01-01 14:49:58,Cheese Burger,1,50,1,1
1023,2024-01-01 14:49:58,Soft Drink,2,15,1,1
1024,2024-01-01 19:47:21,Chicken Nuggets,1,30,1,1
1024,2024-01-01 19:47:21,Chicken Burger,2,55,1,1
1024,2024-01-01 19:47:21,Soft Drink,1,15,1,1
1024,2024-01-01 19:47:21,Cheese Burger,2,50,1,1
1024,2024-01-01 19:47:21,Fries,1,20,1,1
1025,2024-01-01 16:56:18,Ice Cream,1,18,1,1
1025,2024-01-01 16:56:18,Milkshake,3,28,1,1
1025,2024-01-01 16:56:18,Chicken Burger,1,55,1,1
1025,2024-01-01 16:56:18,Soft Drink,3,15,1,1
1026,2024-01-01 17:12:44,Classic Burger,1,45,1,1
1026,2024-01-01 17:12:44,Milkshake,3,28,1,1
1026,2024-01-01 17:12:44,Cheese Burger,3,50,1,1
1026,2024-01-01 17:12:44,Ice Cream,3,18,1,1
1026,2024-01-01 17:12:44,Double Burger,2,65,1,1
1027,2024-01-01 16:08:41,Ice Cream,3,18,1,1
1027,2024-01-01 16:08:41,Onion Rings,3,22,1,1
1027,2024-01-01 16:08:41,Chicken Burger,2,55,1,1
1027,2024-01-01 16:08:41,Fries,1,20,1,1
1027,2024-01-01 16:08:41,Chicken Nuggets,3,30,1,1
1028,2024-01-01 23:03:39,Cheese Burger,2,50,1,1
1028,2024-01-01 23:03:39,Ice Cream,2,18,1,1
1028,2024-01-01 23:03:39,Soft Drink,2,15,1,1
1028,2024-01-01 23:03:39,Onion Rings,1,22,1,1
1028,2024-01-01 23:03:39,Fries,2,20,1,1
1029,2024-01-01 17:36:33,Chicken Burger,1,55,1,1
1029,2024-01-01 17:36:33,Soft Drink,1,15,1,1
1029,2024-01-01 17:36:33,Double Burger,3,65,1,1
1029,2024-01-01 17:36:33,Fries,2,20,1,1
1029,2024-01-01 17:36:33,Cheese Burger,2,50,1,1
1030,2024-01-01 14:33:40,Fries,3,20,1,1
1031,2024-01-01 20:29:26,Chicken Nuggets,3,30,1,1
1031,2024-01-01 20:29:26,Double Burger,3,65,1,1
1031,2024-01-01 20:29:26,Fries,2,20,1,1
1031,2024-01-01 20:29:26,Milkshake,1,28,1,1
1032,2024-01-01 14:27:52,Ice Cream,2,18,1,1
1032,2024-01-01 14:27:52,Double Burger,3,65,1,1
1032,2024-01-01 14:27:52,Classic Burger,2,45,1,1
1033,2024-01-01 18:24:51,Chicken Burger,1,55,1,1
1033,2024-01-01 18:24:51,Soft Drink,1,15,1,1
1034,2024-01-01 12:28:45,Chicken Burger,3,55,1,1
1034,2024-01-01 12:28:45,Classic Burger,1,45,1,1
1035,2024-01-01 14:54:07,Chicken Nuggets,1,30,1,1
1035,2024-01-01 14:54:07,Classic Burger,2,45,1,1
1036,2024-01-01 18:59:19,Milkshake,3,28,1,1
1037,2024-01-01 20:16:31,Onion Rings,2,22,1,1
1037,2024-01-01 20:16:31,Ice Cream,3,18,1,1
1037,2024-01-01 20:16:31,Chicken Burger,2,55,1,1
1037,2024-01-01 20:16:31,Chicken Nuggets,2,30,1,1
1038,2024-01-01 18:35:11,Milkshake,3,28,1,1
1038,2024-01-01 18:35:11,Cheese Burger,1,50,1,1
1038,2024-01-01 18:35:11,Ice Cream,1,18,1,1
1038,2024-01-01 18:35:11,Onion Rings,3,22,1,1
1038,2024-01-01 18:35:11,Classic Burger,1,45,1,1
1039,2024-01-01 17:37:52,Cheese Burger,2,50,1,1
1039,2024-01-01 17:37:52,Ice Cream,2,18,1,1
1040,2024-01-01 17:57:12,Onion Rings,3,22,1,1
1041,2024-01-01 13:47:07,Cheese Burger,3,50,1,1
1041,2024-01-01 13:47:07,Soft Drink,1,15,1,1
1042,2024-01-01 15:56:37,Double Burger,3,65,1,1
1042,2024-01-01 15:56:37,Onion Rings,2,22,1,1
1042,2024-01-01 15:56:37,Soft Drink,2,15,1,1
1042,2024-01-01 15:56:37,Milkshake,1,28,1,1
1043,2024-01-01 16:43:35,Double Burger,1,65,1,1
1043,2024-01-01 16:43:35,Milkshake,1,28,1,1
1043,2024-01-01 16:43:35,Cheese Burger,3,50,1,1
1043,2024-01-01 16:43:35,Fries,1,20,1,1
1043,2024-01-01 16:43:35,Onion Rings,1,22,1,1
1044,2024-01-01 21:08:50,Cheese Burger,2,50,1,1
1044,2024-01-01 21:08:50,Onion Rings,1,22,1,1
1044,2024-01-01 21:08:50,Fries,3,20,1,1
1044,2024-01-01 21:08:50,Double Burger,1,65,1,1
1045,2024-01-01 19:57:58,Milkshake,1,28,1,1
1045,2024-01-01 19:57:58,Cheese Burger,1,50,1,1
1046,2024-01-01 12:56:13,Chicken Burger,3,55,1,1
1046,2024-01-01 12:56:13,Ice Cream,2,18,1,1
1046,2024-01-01 12:56:13,Milkshake,1,28,1,1
1047,2024-01-01 18:35:16,Ice Cream,3,18,1,1
1047,2024-01-01 18:35:16,Fries,1,20,1,1
1047,2024-01-01 18:35:16,Onion Rings,2,22,1,1
1047,2024-01-01 18:35:16,Classic Burger,3,45,1,1
1048,2024-01-01 16:04:44,Soft Drink,3,15,1,1
1048,2024-01-01 16:04:44,Chicken Burger,3,55,1,1
1048,2024-01-01 16:04:44,Milkshake,1,28,1,1
1048,2024-01-01 16:04:44,Cheese Burger,3,50,1,1
1049,2024-01-01 15:01:10,Chicken Nuggets,3,30,1,1
1049,2024-01-01 15:01:10,Soft Drink,1,15,1,1
1050,2024-01-01 19:14:43,Onion Rings,2,22,1,1
1050,2024-01-01 19:14:43,Chicken Nuggets,2,30,1,1
1050,2024-01-01 19:14:43,Fries,3,20,1,1
1050,2024-01-01 19:14:43,Double Burger,3,65,1,1
1050,2024-01-01 19:14:43,Classic Burger,2,45,1,1
1051,2024-01-01 21:10:13,Classic Burger,2,45,1,1
1051,2024-01-01 21:10:13,Double Burger,1,65,1,1
1052,2024-01-01 20:19:20,Chicken Nuggets,3,30,1,1
1052,2024-01-01 20:19:20,Double Burger,2,65,1,1
1052,2024-01-01 20:19:20,Chicken Burger,3,55,1,1
1052,2024-01-01 20:19:20,Soft Drink,1,15,1,1
1053,2024-01-01 15:14:06,Milkshake,2,28,1,1
1053,2024-01-01 15:14:06,Onion Rings,3,22,1,1
1053,2024-01-01 15:14:06,Ice Cream,1,18,1,1
1054,2024-01-01 17:53:50,Cheese Burger,3,50,1,1
1054,2024-01-01 17:53:50,Fries,2,20,1,1
1054,2024-01-01 17:53:50,Double Burger,1,65,1,1
1055,2024-01-01 18:16:35,Chicken Nuggets,2,30,1,1
1055,2024-01-01 18:16:35,Classic Burger,2,45,1,1
1055,2024-01-01 18:16:35,Double Burger,2,65,1,1
1055,2024-01-01 18:16:35,Ice Cream,3,18,1,1
1055,2024-01-01 18:16:35,Chicken Burger,3,55,1,1
1056,2024-01-01 20:11:12,Fries,2,20,1,1
1056,2024-01-01 20:11:12,Milkshake,2,28,1,1
1056,2024-01-01 20:11:12,Cheese Burger,1,50,1,1
1056,2024-01-01 20:11:12,Classic Burger,3,45,1,1
1057,2024-01-01 16:07:49,Fries,2,20,1,1
1058,2024-01-01 17:51:53,Double Burger,3,65,1,1
1058,2024-01-01 17:51:53,Milkshake,2,28,1,1
1058,2024-01-01 17:51:53,Soft Drink,2,15,1,1
1058,2024-01-01 17:51:53,Cheese Burger,2,50,1,1
1059,2024-01-01 14:18:25,Chicken Nuggets,1,30,1,1
1059,2024-01-01 14:18:25,Milkshake,3,28,1,1
1059,2024-01-01 14:18:25,Soft Drink,1,15,1,1
1060,2024-01-01 14:49:23,Ice Cream,1,18,1,1
1060,2024-01-01 14:49:23,Fries,2,20,1,1
1061,2024-01-01 20:51:24,Ice Cream,3,18,1,1
1061,2024-01-01 20:51:24,Cheese Burger,1,50,1,1
1061,2024-01-01 20:51:24,Double Burger,1,65,1,1
1061,2024-01-01 20:51:24,Fries,2,20,1,1
1061,2024-01-01 20:51:24,Soft Drink,1,15,1,1
1062,2024-01-01 22:46:06,Milkshake,2,28,1,1
1062,2024-01-01 22:46:06,Cheese Burger,1,50,1,1
1062,2024-01-01 22:46:06,Onion Rings,1,22,1,1
1063,2024-01-01 17:34:12,Milkshake,2,28,1,1
1064,2024-01-01 21:08:10,Fries,3,20,1,1
1065,2024-01-01 19:18:04,Milkshake,1,28,1,1
1065,2024-01-01 19:18:04,Soft Drink,1,15,1,1
1065,2024-01-01 19:18:04,Chicken Nuggets,1,30,1,1
1065,2024-01-01 19:18:04,Chicken Burger,1,55,1,1
1065,2024-01-01 19:18:04,Onion Rings,3,22,1,1
1066,2024-01-01 16:37:42,Onion Rings,2,22,1,1
1066,2024-01-01 16:37:42,Classic Burger,2,45,1,1
1066,2024-01-01 16:37:42,Chicken Burger,3,55,1,1
1067,2024-01-01 19:43:30,Ice Cream,3,18,1,1
1067,2024-01-01 19:43:30,Soft Drink,2,15,1,1
1067,2024-01-01 19:43:30,Chicken Nuggets,2,30,1,1
1067,2024-01-01 19:43:30,Milkshake,3,28,1,1
1067,2024-01-01 19:43:30,Cheese Burger,1,50,1,1
1068,2024-01-01 22:29:47,Cheese Burger,3,50,1,1
1068,2024-01-01 22:29:47,Soft Drink,2,15,1,1
1068,2024-01-01 22:29:47,Onion Rings,3,22,1,1
1068,2024-01-01 22:29:47,Fries,3,20,1,1
1068,2024-01-01 22:29:47,Milkshake,2,28,1,1
1069,2024-01-01 17:02:45,Chicken Burger,1,55,1,1
1070,2024-01-01 22:49:11,Soft Drink,3,15,1,1
1070,2024-01-01 22:49:11,Classic Burger,1,45,1,1
1070,2024-01-01 22:49:11,Chicken Burger,1,55,1,1
1071,2024-01-01 10:33:48,Chicken Nuggets,2,30,1,1
1071,2024-01-01 10:33:48,Double Burger,1,65,1,1
1071,2024-01-01 10:33:48,Classic Burger,2,45,1,1
1072,2024-01-01 20:06:54,Ice Cream,1,18,1,1
1072,2024-01-01 20:06:54,Cheese Burger,1,50,1,1
1072,2024-01-01 20:06:54,Fries,3,20,1,1
1072,2024-01-01 20:06:54,Soft Drink,2,15,1,1
1072,2024-01-01 20:06:54,Classic Burger,3,45,1,1
1073,2024-01-01 18:03:04,Onion Rings,2,22,1,1
1073,2024-01-01 18:03:04,Soft Drink,1,15,1,1
1073,2024-01-01 18:03:04,Cheese Burger,3,50,1,1
1073,2024-01-01 18:03:04,Double Burger,3,65,1,1
1073,2024-01-01 18:03:04,Ice Cream,2,18,1,1
1074,2024-01-02 17:29:48,Classic Burger,1,45,1,0
1074,2024-01-02 17:29:48,Onion Rings,1,22,1,0
1074,2024-01-02 17:29:48,Double Burger,1,65,1,0
1074,2024-01-02 17:29:48,Fries,2,20,1,0
1074,2024-01-02 17:29:48,Soft Drink,2,15,1,0
1075,2024-01-02 19:47:54,Soft Drink,2,15,1,0
1075,2024-01-02 19:47:54,Ice Cream,1,18,1,0
1076,2024-01-02 22:05:50,Soft Drink,3,15,1,0
1076,2024-01-02 22:05:50,Fries,3,20,1,0
1077,2024-01-02 16:07:52,Chicken Nuggets,2,30,1,0
1077,2024-01-02 16:07:52,Onion Rings,2,22,1,0
1077,2024-01-02 16:07:52,Milkshake,3,28,1,0
1077,2024-01-02 16:07:52,Cheese Burger,2,50,1,0
1077,2024-01-02 16:07:52,Ice Cream,2,18,1,0
1078,2024-01-02 15:56:05,Fries,1,20,1,0
1078,2024-01-02 15:56:05,Milkshake,3,28,1,0
1078,2024-01-02 15:56:05,Chicken Nuggets,3,30,1,0
1078,2024-01-02 15:56:05,Classic Burger,1,45,1,0
1079,2024-01-02 16:08:35,Chicken Burger,2,55,1,0
1079,2024-01-02 16:08:35,Chicken Nuggets,2,30,1,0
1079,2024-01-02 16:08:35,Double Burger,1,65,1,0
1080,2024-01-02 20:08:19,Classic Burger,3,45,1,0
1080,2024-01-02 20:08:19,Fries,1,20,1,0
1081,2024-01-02 18:51:39,Double Burger,1,65,1,0
1082,2024-01-02 16:39:09,Milkshake,1,28,1,0
1082,2024-01-02 16:39:09,Ice Cream,2,18,1,0
1082,2024-01-02 16:39:09,Soft Drink,1,15,1,0
1083,2024-01-02 19:32:38,Classic Burger,1,45,1,0
1084,2024-01-02 18:24:28,Double Burger,2,65,1,0
1085,2024-01-02 20:15:18,Classic Burger,3,45,1,0
1085,2024-01-02 20:15:18,Chicken Nuggets,2,30,1,0
1085,2024-01-02 20:15:18,Onion Rings,2,22,1,0
1085,2024-01-02 20:15:18,Soft Drink,3,15,1,0
1086,2024-01-02 15:22:58,Double Burger,2,65,1,0
1086,2024-01-02 15:22:58,Cheese Burger,3,50,1,0
1087,2024-01-02 17:53:22,Classic Burger,3,45,1,0
1087,2024-01-02 17:53:22,Milkshake,2,28,1,0
1088,2024-01-02 16:51:56,Chicken Nuggets,2,30,1,0
1088,2024-01-02 16:51:56,Soft Drink,3,15,1,0
1089,2024-01-02 13:37:23,Soft Drink,3,15,1,0
1090,2024-01-02 18:19:49,Chicken Nuggets,2,30,1,0
1090,2024-01-02 18:19:49,Double Burger,3,65,1,0
1091,2024-01-02 18:59:15,Milkshake,3,28,1,0
1091,2024-01-02 18:59:15,Onion Rings,3,22,1,0
1091,2024-01-02 18:59:15,Ice Cream,2,18,1,0
1092,2024-01-02 18:38:58,Chicken Burger,1,55,1,0
1092,2024-01-02 18:38:58,Milkshake,2,28,1,0
1092,2024-01-02 18:38:58,Ice Cream,1,18,1,0
1092,2024-01-02 18:38:58,Classic Burger,1,45,1,0
1092,2024-01-02 18:38:58,Onion Rings,2,22,1,0
1093,2024-01-02 17:30:12,Milkshake,2,28,1,0
1094,2024-01-02 13:08:08,Onion Rings,1,22,1,0
1094,2024-01-02 13:08:08,Fries,3,20,1,0
1095,2024-01-02 16:57:21,Soft Drink,1,15,1,0
1095,2024-01-02 16:57:21,Classic Burger,3,45,1,0
1095,2024-01-02 16:57:21,Cheese Burger,2,50,1,0
1095,2024-01-02 16:57:21,Chicken Nuggets,3,30,1,0
1096,2024-01-02 16:47:42,Chicken Burger,3,55,1,0
1096,2024-01-02 16:47:42,Ice Cream,3,18,1,0
1096,2024-01-02 16:47:42,Soft Drink,1,15,1,0
1096,2024-01-02 16:47:42,Fries,3,20,1,0
1096,2024-01-02 16:47:42,Double Burger,2,65,1,0
1097,2024-01-02 15:32:43,Double Burger,2,65,1,0
1098,2024-01-02 17:20:37,Classic Burger,2,45,1,0
